Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,ssc_p,hsc_p,PlacedOrNot
24,Male,Mechanical,0,5,0,1,52,57,0
24,Male,Civil,0,5,0,0,60.23,69,0
21,Male,Information Technology,0,5,0,0,52,62,0
23,Male,Electrical,1,6,0,1,58,62,0
21,Female,Computer Science,0,7,1,0,73,78,1
23,Female,Computer Science,1,7,1,0,76,70,1
20,Male,Civil,1,6,1,0,70.5,62.5,1
24,Female,Information Technology,1,7,0,0,69,73,0
24,Female,Mechanical,1,7,0,0,54,82,1
20,Male,Civil,0,7,1,1,45,57,0
23,Male,Electronics And Communication,0,6,0,1,63,72,0
24,Male,Mechanical,0,8,1,0,77,61,1
20,Male,Mechanical,0,8,1,1,73,78,1
23,Male,Information Technology,0,7,0,1,69,63,0
22,Female,Information Technology,0,8,0,0,59,64,1
24,Male,Electronics And Communication,0,7,0,0,61.08,50,0
23,Male,Information Technology,0,7,0,0,82,90,0
21,Male,Information Technology,0,7,0,0,61,82,1
23,Male,Computer Science,1,8,0,0,52,63,1
21,Female,Electronics And Communication,1,7,0,0,69.5,70,0
24,Male,Information Technology,1,7,0,0,51,54,1
24,Female,Electronics And Communication,0,8,0,0,58,61,1
22,Male,Information Technology,2,7,1,0,73.96,79,0
21,Female,Electronics And Communication,0,7,0,0,65,68,0
23,Male,Electronics And Communication,2,8,0,0,73,63,1
22,Male,Information Technology,0,7,0,0,68.2,72.8,1
24,Male,Civil,0,8,1,0,77,75,1
20,Male,Mechanical,1,8,0,0,76,80,1
22,Male,Computer Science,1,8,0,0,60.8,68.4,1
21,Male,Civil,0,8,0,0,58,40,1
20,Male,Information Technology,1,7,0,0,64,67,1
21,Male,Civil,0,8,1,0,66.5,66.8,1
22,Male,Computer Science,1,8,0,1,74,59,1
24,Male,Computer Science,1,7,0,0,67,71,0
21,Male,Civil,0,7,0,0,84,73,1
23,Male,Information Technology,1,8,0,0,79,61,1
21,Male,Electrical,0,6,0,0,72,60,1
20,Male,Mechanical,1,7,1,1,80.4,73.4,0
24,Male,Information Technology,1,8,0,0,76.7,89.7,1
20,Female,Computer Science,2,7,1,1,62,65,0
23,Female,Electronics And Communication,0,6,0,0,74.9,57,0
22,Male,Civil,0,6,0,0,67,68,0
22,Male,Computer Science,3,8,0,0,73,64,1
23,Male,Mechanical,1,8,1,0,77.44,92,1
23,Male,Information Technology,0,7,0,1,72,56,1
23,Male,Electrical,0,8,0,0,47,59,1
20,Male,Civil,0,8,0,0,67,63,1
24,Male,Mechanical,0,6,1,1,82,64,1
20,Female,Electronics And Communication,0,8,0,0,77,70,1
22,Male,Electronics And Communication,1,8,0,0,65,64.8,1
20,Male,Civil,2,6,0,0,66,64,1
23,Male,Electrical,0,7,0,0,85,60,1
21,Male,Civil,0,7,0,0,77.67,64.89,0
24,Male,Mechanical,0,6,1,0,52,50,1
21,Male,Mechanical,0,8,1,1,89.4,65.66,1
22,Male,Information Technology,1,7,0,0,62,63,1
24,Male,Information Technology,0,6,0,0,70,74,1
20,Male,Electrical,0,7,0,0,77,86,0
24,Male,Mechanical,1,8,1,1,44,58,1
22,Male,Mechanical,0,8,1,0,71,58.66,1
23,Male,Information Technology,2,7,0,0,65,65,1
21,Female,Information Technology,0,6,0,0,75.4,60.5,0
22,Male,Electronics And Communication,1,8,0,0,49,59,1
21,Male,Computer Science,0,6,0,1,53,63,1
23,Female,Computer Science,1,7,1,0,51.57,74.66,0
21,Male,Mechanical,0,7,1,0,84.2,69.4,0
21,Male,Electronics And Communication,0,7,0,1,66.5,62.5,0
20,Male,Information Technology,1,8,0,0,67,63,1
21,Male,Information Technology,1,8,0,0,52,49,1
22,Male,Computer Science,0,6,0,1,87,74,0
24,Male,Computer Science,1,8,0,0,55.6,51,1
20,Male,Electronics And Communication,0,7,0,0,74.2,87.6,0
21,Male,Information Technology,1,6,1,0,63,67,0
21,Male,Computer Science,0,6,0,1,67.16,72.5,0
21,Male,Electronics And Communication,0,8,0,1,63.3,78.33,1
21,Female,Computer Science,1,8,1,1,62,62,1
21,Female,Electronics And Communication,0,8,0,0,67.9,62,1
23,Female,Electronics And Communication,0,8,0,0,48,51,1
21,Male,Civil,0,6,1,1,59.96,42.16,0
24,Female,Electronics And Communication,0,8,0,0,63.4,67.2,1
23,Female,Mechanical,1,6,1,0,80,80,0
23,Male,Electrical,0,8,0,0,73,58,1
23,Male,Computer Science,1,8,0,0,52,52,1
22,Male,Information Technology,1,8,0,1,73.24,50.83,1
21,Male,Mechanical,0,6,1,0,63,62,0
24,Male,Information Technology,0,6,0,0,59,60,1
24,Male,Electronics And Communication,1,6,1,1,73,97,1
22,Male,Electronics And Communication,1,8,1,1,68,56,1
20,Male,Mechanical,0,6,1,0,77.8,64,0
20,Male,Computer Science,0,8,0,0,65,71.5,1
21,Male,Electrical,0,6,0,0,62,60.33,0
22,Male,Information Technology,0,6,0,0,52,65,0
24,Female,Electronics And Communication,0,6,0,0,65,77,1
21,Male,Information Technology,0,7,0,0,56.28,62.83,0
24,Female,Computer Science,1,7,1,0,88,72,1
22,Male,Information Technology,0,6,0,0,52,64,0
24,Male,Information Technology,2,8,0,0,78.5,65.5,1
22,Male,Information Technology,1,6,0,0,61.8,47,0
21,Male,Civil,0,7,1,1,54,77.6,0
20,Male,Mechanical,0,7,1,0,64,70.2,0
22,Male,Computer Science,0,6,0,0,67,61,0
21,Male,Computer Science,0,6,0,0,65.2,61.4,0
22,Male,Electronics And Communication,0,7,0,0,60,63,0
23,Male,Electronics And Communication,0,6,0,0,52,55,0
23,Female,Information Technology,1,5,0,0,66,76,0
22,Female,Computer Science,1,5,1,0,72,63,0
20,Female,Computer Science,0,5,1,1,83.96,53,0
20,Male,Mechanical,0,5,1,0,67,70,0
24,Female,Computer Science,2,5,1,0,69,65,0
24,Male,Electronics And Communication,0,6,0,0,69,60,1
22,Male,Information Technology,1,6,0,0,54.2,63,0
23,Female,Electronics And Communication,0,5,0,0,70,63,0
22,Male,Mechanical,1,6,1,0,55.68,61.33,0
21,Female,Mechanical,1,5,1,0,74,73,0
22,Male,Mechanical,1,5,0,0,61,62,0
24,Male,Information Technology,1,6,0,1,41,42,1
23,Male,Mechanical,0,5,1,1,83.33,78,0
23,Female,Civil,1,5,0,0,43,60,0
22,Male,Electrical,0,5,0,0,62,72,0
20,Male,Computer Science,1,5,0,0,80.6,82,0
23,Male,Computer Science,1,5,0,0,58,60,0
23,Male,Civil,0,5,0,0,67,67,0
21,Female,Information Technology,0,6,0,0,74,66,0
24,Male,Civil,0,6,0,0,62,58,1
23,Male,Computer Science,0,6,0,0,67,91,1
24,Male,Information Technology,1,6,0,0,79.33,78.33,1
22,Male,Information Technology,1,5,0,0,65,68,0
22,Male,Electrical,1,6,1,1,56,52,0
21,Male,Information Technology,0,5,0,0,85.8,73.6,0
21,Male,Electronics And Communication,0,6,0,0,55,49.8,0
20,Male,Computer Science,0,5,0,0,46,49.2,0
22,Male,Information Technology,0,6,0,0,82,64,0
23,Female,Mechanical,1,5,1,0,73,79,0
22,Male,Computer Science,2,6,0,0,58,70,1
23,Male,Civil,1,6,0,1,58,61,0
22,Male,Electrical,2,6,1,0,69.6,68.4,1
21,Male,Mechanical,0,5,1,1,47,55,0
21,Male,Electrical,0,6,0,0,77,87,0
20,Male,Mechanical,1,5,1,0,62,47,0
24,Male,Information Technology,0,6,0,0,65,75,1
23,Male,Mechanical,0,5,1,0,63,66.2,0
21,Male,Civil,0,5,0,1,55,67,0
21,Male,Computer Science,1,6,0,1,63,66,0
20,Male,Information Technology,0,6,0,0,60,67,0
21,Male,Computer Science,2,5,0,0,62,65,0
23,Male,Computer Science,3,6,0,0,79,76,1
21,Male,Electronics And Communication,1,5,0,0,69.8,60.8,0
22,Male,Electrical,1,6,0,1,77.4,60,0
20,Male,Civil,0,6,0,1,76.5,97.7,0
24,Male,Information Technology,0,6,0,0,52.58,54.6,1
24,Male,Electronics And Communication,1,6,0,1,71,79,1
22,Male,Mechanical,0,6,1,0,63,67,0
22,Male,Information Technology,0,6,0,0,76.76,76.5,0
23,Male,Civil,1,6,0,1,62,67,0
22,Male,Computer Science,0,6,0,0,64,73.5,0
24,Male,Mechanical,0,6,1,0,67,53,1
20,Male,Mechanical,0,6,1,1,61,81,0
24,Male,Civil,1,6,0,0,87,65,1
21,Male,Mechanical,1,5,1,0,62,51,0
23,Male,Computer Science,0,5,0,1,69,78,0
23,Female,Computer Science,1,5,1,0,51,44,0
23,Male,Computer Science,1,6,0,0,79,76,0
21,Male,Computer Science,1,6,0,0,73,58,0
22,Male,Civil,0,5,1,0,81,68,0
21,Male,Electronics And Communication,0,6,0,0,78,77,0
22,Male,Electrical,1,6,1,1,74,63.16,0
22,Male,Information Technology,0,5,0,0,49,39,0
23,Male,Civil,1,6,0,0,87,87,0
23,Male,Civil,0,6,0,1,77,73,0
21,Male,Electrical,0,6,0,1,76,64,0
21,Male,Computer Science,0,6,0,1,70.89,71.98,0
23,Female,Computer Science,1,8,1,0,63,60,1
20,Male,Computer Science,3,7,0,1,63,62,0
21,Male,Electronics And Communication,2,7,0,0,50,37,1
21,Female,Computer Science,0,7,1,0,75.2,73.2,0
23,Male,Computer Science,1,7,0,0,54.4,61.12,0
20,Male,Computer Science,1,6,0,0,40.89,45.83,0
21,Male,Information Technology,1,6,0,0,80,70,0
20,Male,Information Technology,0,8,0,0,74,60,1
22,Female,Information Technology,1,6,0,0,60.4,66.6,0
21,Female,Information Technology,1,6,0,0,63,71.4,0
24,Male,Information Technology,0,7,0,0,68,76,0
20,Male,Computer Science,1,8,0,0,74,62,1
23,Male,Electrical,1,8,0,0,52.6,65.58,1
22,Female,Electronics And Communication,1,7,1,0,74,70,0
20,Male,Information Technology,1,6,0,0,84.2,73.4,0
20,Male,Civil,0,7,0,0,86.5,64.2,0
24,Male,Computer Science,2,6,0,0,61,70,1
22,Male,Civil,0,8,1,0,80,73,1
20,Female,Information Technology,1,6,0,0,54,47,0
21,Male,Civil,0,8,1,0,83,74,1
22,Male,Mechanical,0,8,0,0,80.92,78.5,1
22,Male,Information Technology,1,8,1,0,69.7,47,1
22,Female,Electronics And Communication,0,8,0,0,73,73,1
24,Male,Civil,1,7,1,0,82,61,0
22,Male,Information Technology,1,6,0,0,75,70.29,0
23,Male,Information Technology,0,7,0,0,84.86,67,0
23,Male,Electronics And Communication,1,6,0,1,64.6,83.83,0
22,Female,Information Technology,1,6,0,0,56.6,64.8,0
23,Male,Mechanical,1,6,1,0,59,62,0
24,Male,Information Technology,0,6,0,0,66.5,70.4,1
24,Male,Information Technology,0,8,0,0,64,80,1
22,Male,Computer Science,0,6,0,1,84,90.9,0
24,Male,Computer Science,1,6,0,0,69,62,1
21,Female,Computer Science,0,7,1,0,69,62,0
24,Male,Computer Science,0,7,0,0,81.7,63,1
21,Male,Mechanical,0,8,0,0,63,67,1
24,Male,Civil,0,6,1,0,84,79,1
24,Male,Information Technology,1,6,0,0,70,63,1
21,Male,Electrical,1,6,0,0,83.84,89.83,0
24,Male,Electronics And Communication,1,8,0,1,62,63,1
20,Male,Computer Science,0,6,0,0,59.6,51,0
20,Female,Mechanical,1,6,1,0,66,62,0
24,Male,Computer Science,0,6,0,0,84,75,1
21,Male,Computer Science,2,8,0,0,85,90,1
22,Male,Computer Science,1,8,0,0,52,57,1
23,Male,Electronics And Communication,0,7,0,0,60.23,69,0
21,Female,Information Technology,0,8,0,0,52,62,1
23,Male,Computer Science,1,6,0,0,58,62,0
23,Male,Civil,0,8,0,0,73,78,1
22,Male,Electronics And Communication,0,7,0,0,76,70,0
24,Male,Electronics And Communication,1,7,1,1,70.5,62.5,0
22,Male,Information Technology,0,6,0,0,69,73,0
24,Male,Civil,0,7,1,1,54,82,0
21,Male,Mechanical,0,8,1,1,45,57,1
22,Female,Electronics And Communication,1,6,1,1,63,72,0
22,Male,Civil,0,7,0,0,77,61,0
22,Male,Information Technology,1,6,1,0,73,78,0
24,Female,Electronics And Communication,1,7,1,1,69,63,1
24,Male,Computer Science,0,6,0,1,59,64,1
23,Female,Mechanical,1,7,1,0,61.08,50,0
22,Male,Electronics And Communication,1,8,0,0,82,90,1
20,Female,Mechanical,1,8,1,0,61,82,1
21,Male,Civil,0,7,0,0,52,63,0
20,Male,Mechanical,1,7,1,0,69.5,70,0
22,Male,Computer Science,0,7,0,0,51,54,0
21,Male,Computer Science,2,6,0,0,58,61,1
23,Male,Computer Science,1,8,0,0,73.96,79,1
20,Male,Electronics And Communication,1,8,1,1,65,68,1
22,Female,Computer Science,1,6,1,0,73,63,0
20,Male,Mechanical,0,8,1,0,68.2,72.8,1
21,Male,Electronics And Communication,0,7,0,0,77,75,0
22,Male,Electronics And Communication,0,8,0,0,76,80,1
21,Male,Mechanical,0,7,1,0,60.8,68.4,0
23,Male,Electronics And Communication,0,6,0,0,58,40,0
21,Male,Electrical,0,7,0,0,64,67,0
21,Male,Information Technology,1,6,1,0,66.5,66.8,0
20,Male,Mechanical,0,6,1,1,74,59,0
21,Male,Computer Science,1,6,0,0,67,71,0
24,Male,Mechanical,0,8,1,1,84,73,1
21,Male,Electrical,0,6,0,0,79,61,0
22,Male,Civil,0,7,0,0,72,60,0
24,Female,Information Technology,1,7,0,0,80.4,73.4,0
22,Male,Computer Science,1,6,0,0,76.7,89.7,0
21,Male,Information Technology,2,8,0,0,62,65,1
23,Male,Computer Science,2,8,0,0,74.9,57,1
24,Male,Information Technology,2,8,0,0,67,68,1
22,Male,Mechanical,0,8,1,0,73,64,1
21,Male,Computer Science,1,8,0,0,77.44,92,1
21,Female,Computer Science,0,7,1,1,72,56,0
23,Male,Computer Science,0,6,0,0,47,59,0
20,Male,Information Technology,0,7,0,1,67,63,0
23,Male,Computer Science,0,6,0,0,82,64,0
23,Male,Electrical,1,7,0,0,77,70,1
21,Female,Information Technology,1,6,0,0,65,64.8,0
21,Male,Information Technology,2,7,0,0,66,64,1
22,Male,Mechanical,1,7,1,1,85,60,0
24,Male,Mechanical,1,7,1,0,77.67,64.89,0
21,Male,Information Technology,1,7,1,0,52,50,0
21,Male,Civil,0,7,1,0,89.4,65.66,0
21,Female,Electronics And Communication,1,7,1,0,62,63,0
20,Male,Computer Science,0,7,0,0,70,74,0
24,Male,Computer Science,1,7,0,0,77,86,0
20,Male,Information Technology,0,6,0,0,44,58,0
20,Female,Electrical,1,7,0,1,71,58.66,1
20,Male,Information Technology,0,7,0,0,65,65,0
24,Male,Electrical,1,7,0,0,75.4,60.5,1
22,Male,Electronics And Communication,1,8,0,1,49,59,1
23,Female,Information Technology,0,7,0,0,53,63,0
20,Male,Electronics And Communication,2,7,0,0,51.57,74.66,1
22,Male,Computer Science,0,6,0,0,84.2,69.4,0
21,Male,Electronics And Communication,0,8,0,0,66.5,62.5,1
21,Male,Computer Science,0,6,0,0,67,63,0
22,Male,Information Technology,0,8,0,1,52,49,1
22,Male,Computer Science,0,6,0,0,87,74,0
22,Male,Mechanical,0,6,1,0,55.6,51,0
22,Male,Information Technology,2,6,0,0,74.2,87.6,1
21,Male,Information Technology,1,7,0,0,63,67,0
22,Female,Electrical,0,8,0,0,67.16,72.5,1
23,Female,Electrical,0,6,0,0,63.3,78.33,0
24,Male,Electronics And Communication,0,6,0,0,62,62,1
24,Male,Civil,1,6,0,0,67.9,62,1
21,Female,Electrical,1,8,0,1,48,51,1
22,Female,Mechanical,1,6,1,0,59.96,42.16,0
20,Male,Information Technology,2,8,0,0,63.4,67.2,1
23,Male,Information Technology,0,8,0,0,80,80,1
21,Female,Computer Science,1,6,1,0,73,58,0
21,Male,Computer Science,0,6,0,0,52,52,0
21,Male,Information Technology,1,8,0,0,73.24,50.83,1
23,Male,Mechanical,1,8,1,0,63,62,1
22,Male,Electronics And Communication,0,7,0,0,59,60,0
23,Male,Information Technology,0,7,0,0,73,97,0
23,Male,Information Technology,2,6,0,0,68,56,1
20,Male,Mechanical,0,8,1,0,77.8,64,1
20,Male,Information Technology,0,8,0,0,65,71.5,1
22,Male,Computer Science,2,8,0,1,62,60.33,1
22,Male,Information Technology,1,7,0,0,52,65,1
21,Male,Information Technology,0,7,0,0,65,77,1
20,Male,Computer Science,1,8,0,0,56.28,62.83,1
20,Male,Electrical,2,7,1,0,88,72,1
21,Male,Information Technology,0,7,0,0,52,64,0
19,Female,Information Technology,1,8,0,1,78.5,65.5,1
19,Male,Electrical,1,8,0,0,61.8,47,1
21,Male,Computer Science,1,7,0,0,54,77.6,1
19,Male,Computer Science,0,7,0,0,64,70.2,1
20,Female,Computer Science,0,8,1,0,67,61,1
19,Male,Electrical,0,8,0,0,65.2,61.4,1
21,Female,Civil,1,8,0,1,60,63,1
21,Female,Computer Science,1,8,1,0,52,55,1
22,Male,Information Technology,0,7,0,0,66,76,0
20,Male,Electronics And Communication,0,8,0,0,72,63,1
22,Male,Electronics And Communication,1,7,0,0,83.96,53,0
21,Male,Computer Science,0,8,0,0,67,70,1
22,Male,Computer Science,0,7,0,0,69,65,0
21,Male,Computer Science,1,8,0,0,69,60,1
20,Male,Information Technology,1,8,0,0,54.2,63,1
22,Female,Mechanical,1,8,1,0,70,63,1
22,Female,Computer Science,0,8,1,0,55.68,61.33,1
21,Male,Electrical,0,8,0,0,74,73,1
22,Male,Mechanical,0,8,1,0,61,62,1
22,Female,Computer Science,1,7,1,0,41,42,1
19,Male,Computer Science,1,7,0,1,83.33,78,1
22,Male,Computer Science,0,8,0,1,43,60,1
22,Male,Computer Science,3,7,0,0,62,72,0
21,Male,Information Technology,0,7,0,0,80.6,82,0
22,Male,Information Technology,0,7,0,0,58,60,0
21,Male,Civil,1,7,0,0,67,67,0
20,Female,Information Technology,1,8,1,0,74,66,1
19,Male,Information Technology,0,8,0,0,62,58,1
21,Male,Electronics And Communication,1,8,0,1,67,91,1
21,Male,Information Technology,2,7,0,1,79.33,78.33,0
19,Male,Computer Science,1,8,0,0,65,68,1
22,Female,Computer Science,1,8,1,1,56,52,1
21,Male,Computer Science,1,8,0,0,85.8,73.6,1
19,Male,Electrical,1,8,0,1,55,49.8,1
19,Female,Electronics And Communication,1,7,0,0,46,49.2,1
21,Male,Electrical,0,8,0,0,82,64,1
20,Male,Computer Science,0,7,0,1,73,79,0
20,Male,Computer Science,1,7,0,0,58,70,0
22,Male,Mechanical,3,7,1,1,58,61,0
22,Male,Electronics And Communication,0,7,0,0,69.6,68.4,0
20,Female,Information Technology,1,7,1,0,47,55,1
20,Male,Information Technology,0,7,0,1,77,87,1
22,Female,Computer Science,3,8,1,0,62,47,1
22,Male,Electronics And Communication,2,8,0,0,65,75,1
19,Female,Civil,1,8,0,0,63,66.2,1
22,Male,Electronics And Communication,1,8,1,1,55,67,1
22,Male,Information Technology,0,8,0,1,63,66,1
20,Male,Mechanical,1,8,1,0,60,67,1
20,Male,Information Technology,1,8,1,1,62,65,1
20,Male,Mechanical,1,7,1,1,79,76,0
22,Female,Computer Science,1,7,1,0,69.8,60.8,0
20,Male,Computer Science,1,8,0,0,77.4,60,1
19,Male,Civil,1,7,0,0,76.5,97.7,0
21,Male,Civil,0,7,0,0,52.58,54.6,0
19,Male,Computer Science,2,7,0,0,71,79,1
22,Male,Electrical,0,7,0,0,63,67,0
19,Male,Electronics And Communication,0,8,0,0,76.76,76.5,1
19,Male,Civil,0,7,1,0,62,67,0
21,Male,Information Technology,0,8,0,0,64,73.5,1
19,Male,Civil,0,8,0,1,67,53,1
22,Male,Computer Science,1,8,0,0,61,81,1
20,Male,Computer Science,1,7,0,0,87,65,0
22,Male,Computer Science,0,7,0,0,62,51,0
21,Male,Information Technology,1,8,1,0,69,78,1
20,Male,Information Technology,1,8,1,0,51,44,1
19,Male,Mechanical,1,8,1,0,79,76,1
20,Male,Civil,1,8,0,0,73,58,1
21,Male,Computer Science,0,7,0,0,81,68,0
22,Male,Information Technology,0,8,0,0,78,77,1
20,Female,Computer Science,1,8,1,0,74,63.16,1
19,Male,Information Technology,1,7,0,0,49,39,0
21,Male,Computer Science,1,8,0,0,87,87,1
20,Male,Electronics And Communication,0,8,0,0,77,73,1
21,Male,Computer Science,1,8,0,0,76,64,1
20,Male,Mechanical,0,8,1,1,70.89,71.98,1
21,Male,Electrical,0,7,0,0,63,60,0
20,Male,Computer Science,2,8,0,0,63,62,1
21,Male,Computer Science,1,7,0,1,50,37,0
22,Male,Computer Science,0,8,0,0,75.2,73.2,1
19,Male,Electronics And Communication,0,8,0,0,54.4,61.12,1
19,Male,Civil,0,7,0,0,40.89,45.83,0
21,Male,Information Technology,0,7,0,0,80,70,0
21,Male,Mechanical,1,8,1,0,74,60,1
19,Male,Computer Science,0,8,0,0,60.4,66.6,1
22,Male,Computer Science,2,7,0,0,63,71.4,0
20,Male,Computer Science,1,7,0,0,68,76,0
22,Male,Information Technology,1,7,1,0,74,62,0
21,Male,Mechanical,0,8,1,0,52.6,65.58,1
19,Male,Electronics And Communication,0,8,0,0,74,70,1
20,Male,Information Technology,1,7,0,0,84.2,73.4,0
22,Male,Information Technology,1,8,0,0,86.5,64.2,1
20,Male,Computer Science,0,8,0,0,61,70,1
